character_id,character_name,character_status,character_species,episode_name,episode_code,episode_air_date,dimension
227,Mitch,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
228,Mohawk Guy,Dead,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
229,Morty Mart Manager Morty,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
230,Morty Jr.,Alive,Humanoid,Raising Gazorpazorp,S01E07,"March 10, 2014",Replacement Dimension
231,Morty Rick,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
232,Morty Smith,Alive,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Evil Rick's Target Dimension
233,Morty K-22,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Dimension K-22
234,Morty Smith,Dead,Human,Rick Potion #9,S01E06,"January 27, 2014",Replacement Dimension
235,Mortytown Loco,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
236,Mr. Beauregard,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
237,Mr. Benson,Alive,Human,A Rickle in Time,S02E01,"July 26, 2015",Replacement Dimension
238,Mr. Booby Buyer,Alive,Mythological Creature,Meeseeks and Destroy,S01E05,"January 20, 2014",Fantasy Dimension
239,Mr. Goldenfold,Alive,Cronenberg,Pilot,S01E01,"December 2, 2013",Dimension C-137
239,Mr. Goldenfold,Alive,Cronenberg,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
239,Mr. Goldenfold,Alive,Cronenberg,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Dimension C-137
239,Mr. Goldenfold,Alive,Cronenberg,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
240,Mr. Goldenfold,Alive,Human,Something Ricked This Way Comes,S01E09,"March 24, 2014",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,The Wedding Squanchers,S02E10,"October 4, 2015",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,Pickle Rick,S03E03,"August 6, 2017",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
240,Mr. Goldenfold,Alive,Human,The Vat of Acid Episode,S04E08,"May 17, 2020",Replacement Dimension
241,Mr. Marklovitz,Alive,Human,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Dimension C-137
241,Mr. Marklovitz,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Dimension C-137
242,Mr. Meeseeks,unknown,Humanoid,Meeseeks and Destroy,S01E05,"January 20, 2014",unknown
242,Mr. Meeseeks,unknown,Humanoid,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",unknown
242,Mr. Meeseeks,unknown,Humanoid,Mortynight Run,S02E02,"August 2, 2015",unknown
242,Mr. Meeseeks,unknown,Humanoid,Morty's Mind Blowers,S03E08,"September 17, 2017",unknown
242,Mr. Meeseeks,unknown,Humanoid,"Edge of Tomorty: Rick, Die, Rickpeat",S04E01,"November 10, 2019",unknown
243,Mr. Needful,Alive,Humanoid,Something Ricked This Way Comes,S01E09,"March 24, 2014",Unknown
244,Mr. Poopybutthole,Alive,Poopybutthole,Total Rickall,S02E04,"August 16, 2015",Unknown
244,Mr. Poopybutthole,Alive,Poopybutthole,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
244,Mr. Poopybutthole,Alive,Poopybutthole,Morty's Mind Blowers,S03E08,"September 17, 2017",Unknown
244,Mr. Poopybutthole,Alive,Poopybutthole,The ABC's of Beth,S03E09,"September 24, 2017",Unknown
244,Mr. Poopybutthole,Alive,Poopybutthole,The Rickchurian Mortydate,S03E10,"October 1, 2017",Unknown
244,Mr. Poopybutthole,Alive,Poopybutthole,One Crew Over the Crewcoo's Morty,S04E03,"November 24, 2019",Unknown
244,Mr. Poopybutthole,Alive,Poopybutthole,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
245,Mrs. Lipkip,Alive,Human,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
246,Mrs. Pancakes,Alive,Human,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
246,Mrs. Pancakes,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Dimension C-137
247,Amy Poopybutthole,Alive,Poopybutthole,The Rickchurian Mortydate,S03E10,"October 1, 2017",Unknown
248,Mrs. Refrigerator,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
249,Mrs. Sanchez,unknown,Human,Pilot,S01E01,"December 2, 2013",Unknown
249,Mrs. Sanchez,unknown,Human,Rick Potion #9,S01E06,"January 27, 2014",Unknown
249,Mrs. Sanchez,unknown,Human,Auto Erotic Assimilation,S02E03,"August 9, 2015",Unknown
249,Mrs. Sanchez,unknown,Human,The ABC's of Beth,S03E09,"September 24, 2017",Unknown
250,Mrs. Sullivan,Dead,Human,Rixty Minutes,S01E08,"March 17, 2014",Dimension C-500A
251,Nancy,Alive,Human,Rick Potion #9,S01E06,"January 27, 2014",Replacement Dimension
251,Nancy,Alive,Human,Something Ricked This Way Comes,S01E09,"March 24, 2014",Replacement Dimension
251,Nancy,Alive,Human,Ricksy Business,S01E11,"April 14, 2014",Replacement Dimension
251,Nancy,Alive,Human,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Replacement Dimension
251,Nancy,Alive,Human,Morty's Mind Blowers,S03E08,"September 17, 2017",Replacement Dimension
251,Nancy,Alive,Human,Rattlestar Ricklactica,S04E05,"December 15, 2019",Replacement Dimension
252,Noob-Noob,Alive,Poopybutthole,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
253,Numbericon,unknown,Alien,Get Schwifty,S02E05,"August 23, 2015",Unknown
254,Octopus Man,Alive,Humanoid,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
255,Orthodox Jew,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
256,Pat Gueterman,Dead,Robot,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
257,Paul Fleishman,Alive,Human,Mortynight Run,S02E02,"August 2, 2015",Unknown
258,Pawnshop Clerk,Alive,Alien,Raising Gazorpazorp,S01E07,"March 10, 2014",Unknown
259,Pencilvester,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
260,Phillip Jacobs,Alive,Human,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
261,Photography Cyborg,unknown,Robot,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
262,Photography Raptor,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
263,Pibbles Bodyguard,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
264,Pichael Thompson,Alive,Humanoid,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
265,Pickle Rick,Alive,unknown,Pickle Rick,S03E03,"August 6, 2017",Dimension C-137
266,Piece of Toast,Alive,unknown,Rixty Minutes,S01E08,"March 17, 2014",Unknown
266,Piece of Toast,Alive,unknown,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Unknown
267,Plumber Rick,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
268,Poncho,Dead,Human,Anatomy Park,S01E03,"December 16, 2013",Unknown
269,Presidentress of The Mega Gargantuans,Alive,Humanoid,The Rickchurian Mortydate,S03E10,"October 1, 2017",Replacement Dimension
270,Prince Nebulon,Dead,Alien,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Unknown
271,Principal Vagina,Alive,Cronenberg,Pilot,S01E01,"December 2, 2013",Dimension C-137
271,Principal Vagina,Alive,Cronenberg,Meeseeks and Destroy,S01E05,"January 20, 2014",Dimension C-137
271,Principal Vagina,Alive,Cronenberg,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
272,Principal Vagina,Alive,Human,Something Ricked This Way Comes,S01E09,"March 24, 2014",Replacement Dimension
272,Principal Vagina,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
272,Principal Vagina,Alive,Human,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Replacement Dimension
272,Principal Vagina,Alive,Human,Pickle Rick,S03E03,"August 6, 2017",Replacement Dimension
272,Principal Vagina,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
272,Principal Vagina,Alive,Human,Morty's Mind Blowers,S03E08,"September 17, 2017",Replacement Dimension
273,Purge Planet Ruler,Dead,Alien,Look Who's Purging Now,S02E09,"September 27, 2015",Replacement Dimension
274,Quantum Rick,unknown,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
274,Quantum Rick,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
274,Quantum Rick,unknown,Human,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
275,Randy Dicknose,Alive,Human,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
276,Rat Boss,Dead,Animal,Pickle Rick,S03E03,"August 6, 2017",Replacement Dimension
277,Real Fake Doors Salesman,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
278,Regional Manager Rick,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
279,Regular Legs,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
280,Reverse Giraffe,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
281,Reverse Rick Outrage,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
282,Revolio Clockberg Jr.,unknown,Alien,Ricksy Business,S01E11,"April 14, 2014",unknown
282,Revolio Clockberg Jr.,unknown,Alien,Mortynight Run,S02E02,"August 2, 2015",unknown
282,Revolio Clockberg Jr.,unknown,Alien,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",unknown
283,Rick D. Sanchez III,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
284,Rick Guilt Rick,unknown,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
285,Rick Prime,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
285,Rick Prime,Dead,Human,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
286,Rick D-99,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Dimension D-99
287,Rick D716,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Dimension D716
288,Rick D716-B,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Dimension D716-B
289,Rick D716-C,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Dimension D716-C
290,Rick Sanchez,Dead,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Evil Rick's Target Dimension
291,Rick J-22,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Dimension J-22
292,Rick K-22,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Dimension K-22
293,Rick Sanchez,Dead,Human,Rick Potion #9,S01E06,"January 27, 2014",Replacement Dimension
294,Ricktiminus Sancheziminius,Dead,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
294,Ricktiminus Sancheziminius,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
294,Ricktiminus Sancheziminius,Dead,Human,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
295,Riq IV,Dead,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
295,Riq IV,Dead,Human,Ricksy Business,S01E11,"April 14, 2014",Unknown
295,Riq IV,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
296,Risotto Groupon,Dead,Alien,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",unknown
297,Risotto's Tentacled Henchman,Dead,Alien,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",unknown
298,Robot Morty,unknown,Robot,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
299,Robot Rick,unknown,Robot,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
300,Roger,Dead,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
301,Ron Benson,Alive,Alien,Auto Erotic Assimilation,S02E03,"August 9, 2015",Replacement Dimension
302,Ruben,Dead,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
303,Samantha,Alive,Human,Meeseeks and Destroy,S01E05,"January 20, 2014",Dimension C-137
304,Scary Brandon,Alive,Mythological Creature,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
305,Scary Glenn,Alive,Mythological Creature,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
306,Scary Terry,Alive,Mythological Creature,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
307,Scroopy Noopers,Alive,Alien,Something Ricked This Way Comes,S01E09,"March 24, 2014",Replacement Dimension
308,Scropon,unknown,Alien,Ricksy Business,S01E11,"April 14, 2014",Unknown
308,Scropon,unknown,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
309,Scrotian,Alive,Animal,Mortynight Run,S02E02,"August 2, 2015",Unknown
309,Scrotian,Alive,Animal,Get Schwifty,S02E05,"August 23, 2015",Unknown
309,Scrotian,Alive,Animal,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
309,Scrotian,Alive,Animal,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
310,Self-Congratulatory Jerry,unknown,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",unknown
311,Shimshamian,Alive,Alien,Mortynight Run,S02E02,"August 2, 2015",Unknown
311,Shimshamian,Alive,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
311,Shimshamian,Alive,Alien,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
312,Shlaammi,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
313,Shleemypants,Alive,unknown,A Rickle in Time,S02E01,"July 26, 2015",Unknown
313,Shleemypants,Alive,unknown,Rattlestar Ricklactica,S04E05,"December 15, 2019",Unknown
314,Shmlamantha Shmlicelli,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
315,Shmlangela Shmlobinson-Shmlower,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
316,Shmlona Shmlobinson,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
317,Shmlonathan Shmlower,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
318,Shmlony Shmlicelli,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
319,Shmooglite Runner,unknown,Alien,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",unknown
320,Shnoopy Bloopers,unknown,Alien,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",Unknown
321,Shrimply Pibbles,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
322,Simple Rick,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
323,Slaveowner,Dead,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
324,Sleepy Gary,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
325,Slick Morty,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
326,Slippery Stair,Alive,Mythological Creature,Meeseeks and Destroy,S01E05,"January 20, 2014",Fantasy Dimension
326,Slippery Stair,Alive,Mythological Creature,Ricksy Business,S01E11,"April 14, 2014",Fantasy Dimension
327,Slow Mobius,Alive,Humanoid,Ricksy Business,S01E11,"April 14, 2014",Unknown
328,Slow Rick,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
329,Snuffles (Snowball),Alive,Animal,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
329,Snuffles (Snowball),Alive,Animal,Raising Gazorpazorp,S01E07,"March 10, 2014",Dimension C-137
329,Snuffles (Snowball),Alive,Animal,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Dimension C-137
329,Snuffles (Snowball),Alive,Animal,Total Rickall,S02E04,"August 16, 2015",Dimension C-137
329,Snuffles (Snowball),Alive,Animal,Get Schwifty,S02E05,"August 23, 2015",Dimension C-137
329,Snuffles (Snowball),Alive,Animal,Pickle Rick,S03E03,"August 6, 2017",Dimension C-137
329,Snuffles (Snowball),Alive,Animal,Morty's Mind Blowers,S03E08,"September 17, 2017",Dimension C-137
329,Snuffles (Snowball),Alive,Animal,The ABC's of Beth,S03E09,"September 24, 2017",Dimension C-137
330,Solicitor Rick,unknown,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
330,Solicitor Rick,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
331,Squanchy,unknown,Alien,Ricksy Business,S01E11,"April 14, 2014",Replacement Dimension
331,Squanchy,unknown,Alien,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
331,Squanchy,unknown,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Replacement Dimension
332,Stacy,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
333,Stair Goblin,Alive,Mythological Creature,Meeseeks and Destroy,S01E05,"January 20, 2014",Unknown
333,Stair Goblin,Alive,Mythological Creature,Ricksy Business,S01E11,"April 14, 2014",Unknown
333,Stair Goblin,Alive,Mythological Creature,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
334,Stealy,Alive,Poopybutthole,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
335,Steve,Alive,Human,The Rickchurian Mortydate,S03E10,"October 1, 2017",Replacement Dimension
336,Steven Phillips,Alive,Alien,Auto Erotic Assimilation,S02E03,"August 9, 2015",Replacement Dimension
337,Stu,Dead,Alien,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Unknown
338,Summer Smith,Alive,Human,Pilot,S01E01,"December 2, 2013",Dimension C-137
338,Summer Smith,Alive,Human,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
338,Summer Smith,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
338,Summer Smith,Alive,Human,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Dimension C-137
338,Summer Smith,Alive,Human,Meeseeks and Destroy,S01E05,"January 20, 2014",Dimension C-137
338,Summer Smith,Alive,Human,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
338,Summer Smith,Alive,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Dimension C-137
339,Summer Smith,Alive,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Evil Rick's Target Dimension
340,Supernova,Alive,Human,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
341,Taddy Mason,Alive,Human,Look Who's Purging Now,S02E09,"September 27, 2015",Replacement Dimension
342,Taint Washer,Alive,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
343,Tammy Guetermann,Alive,Cronenberg,Meeseeks and Destroy,S01E05,"January 20, 2014",Dimension C-137
343,Tammy Guetermann,Alive,Cronenberg,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
344,Tammy Guetermann,Dead,Human,Ricksy Business,S01E11,"April 14, 2014",Replacement Dimension
344,Tammy Guetermann,Dead,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
344,Tammy Guetermann,Dead,Human,The Wedding Squanchers,S02E10,"October 4, 2015",Replacement Dimension
344,Tammy Guetermann,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Replacement Dimension
344,Tammy Guetermann,Dead,Human,Star Mort: Rickturn of the Jerri,S04E10,"May 31, 2020",Replacement Dimension
345,Teacher Rick,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
346,Terry,unknown,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
347,President Curtis,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
347,President Curtis,Alive,Human,The Rickchurian Mortydate,S03E10,"October 1, 2017",Replacement Dimension
347,President Curtis,Alive,Human,Mortyplicity,S05E02,"June 27, 2021",Replacement Dimension
347,President Curtis,Alive,Human,Rickdependence Spray,S05E04,"July 11, 2021",Replacement Dimension
347,President Curtis,Alive,Human,Rick & Morty's Thanksploitation Spectacular,S05E06,"July 25, 2021",Replacement Dimension
348,The President of the Miniverse,Dead,Humanoid,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Replacement Dimension
349,The Scientist Formerly Known as Rick,Dead,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
350,Thomas Lipkip,unknown,Human,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
351,Three Unknown Things,Alive,Alien,Rixty Minutes,S01E08,"March 17, 2014",Unknown
352,Tinkles,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
353,Tiny Rick,Dead,Human,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Replacement Dimension
354,Toby Matthews,Alive,Human,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Replacement Dimension
355,Todd Crystal,Alive,Alien,Auto Erotic Assimilation,S02E03,"August 9, 2015",Replacement Dimension
356,Tom Randolph,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
357,Tommy's Clone,Alive,Human,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
358,Tophat Jones,Dead,Mythological Creature,Rixty Minutes,S01E08,"March 17, 2014",Unknown
358,Tophat Jones,Dead,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Unknown
358,Tophat Jones,Dead,Mythological Creature,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
359,Tortured Morty,unknown,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
360,Toxic Morty,Dead,Humanoid,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
361,Toxic Rick,Dead,Humanoid,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
362,Traflorkian,Alive,Alien,Ricksy Business,S01E11,"April 14, 2014",Unknown
362,Traflorkian,Alive,Alien,Mortynight Run,S02E02,"August 2, 2015",Unknown
362,Traflorkian,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
362,Traflorkian,Alive,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
362,Traflorkian,Alive,Alien,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
363,Trandor,Alive,Alien,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
364,Tree Person,Dead,Humanoid,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Replacement Dimension
365,Tricia Lange,Alive,Human,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",Replacement Dimension
365,Tricia Lange,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
365,Tricia Lange,Alive,Human,Rattlestar Ricklactica,S04E05,"December 15, 2019",Replacement Dimension
365,Tricia Lange,Alive,Human,Promortyus,S04E07,"May 10, 2020",Replacement Dimension
365,Tricia Lange,Alive,Human,Amortycan Grickfitti,S05E05,"July 18, 2021",Replacement Dimension
366,Trunk Morty,Alive,Humanoid,The Ricklantis Mixup,S03E07,"September 10, 2017",unknown
367,Trunk Man,Alive,Humanoid,Rixty Minutes,S01E08,"March 17, 2014",unknown
367,Trunk Man,Alive,Humanoid,The Ricklantis Mixup,S03E07,"September 10, 2017",unknown
368,Truth Tortoise,unknown,Mythological Creature,Morty's Mind Blowers,S03E08,"September 17, 2017",Unknown
369,Tusked Assassin,unknown,Alien,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",unknown
370,Two Guys with Handlebar Mustaches,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
371,Tumblorkian,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",unknown
372,Unity,Alive,Alien,Auto Erotic Assimilation,S02E03,"August 9, 2015",Unknown
373,Unmuscular Michael,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
374,Vampire Master,Alive,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Replacement Dimension
375,Vance Maximus,Dead,Human,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
376,Veronica Ann Bennet,Alive,Alien,Raising Gazorpazorp,S01E07,"March 10, 2014",unknown
377,Voltematron,Dead,Alien,Morty's Mind Blowers,S03E08,"September 17, 2017",Unknown
378,Wall Crawling Rick,unknown,Humanoid,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
379,Wedding Bartender,unknown,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
380,Unknown Rick,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
380,Unknown Rick,unknown,Human,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
381,Woman Rick,Alive,Alien,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
382,Worldender,Dead,Alien,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
383,Yaarb,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
384,Yellow Headed Doctor,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
385,Yellow Shirt Rick,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
386,Zarbadar Gloonch,Dead,Alien,Mortynight Run,S02E02,"August 2, 2015",Unknown
386,Zarbadar Gloonch,Dead,Alien,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Unknown
387,Zarbadar's Mytholog,unknown,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",unknown
388,Zeep Xanflorp,Alive,Humanoid,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Replacement Dimension
389,Zeta Alpha Rick,Dead,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
389,Zeta Alpha Rick,Dead,Human,Ricksy Business,S01E11,"April 14, 2014",Unknown
389,Zeta Alpha Rick,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
389,Zeta Alpha Rick,Dead,Human,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
390,Zick Zack,Dead,Alien,Morty's Mind Blowers,S03E08,"September 17, 2017",Unknown
391,Uncle Steve,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
392,Bearded Morty,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
392,Bearded Morty,Alive,Human,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
393,Roy,Alive,Human,Mortynight Run,S02E02,"August 2, 2015",Replacement Dimension
394,Davin,Dead,Cronenberg,Pilot,S01E01,"December 2, 2013",Dimension C-137
394,Davin,Dead,Cronenberg,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
